amount_usd,payout_method,destination_region,is_batch_payout,account_age_days,prior_successful_payouts,historical_failure_rate,days_since_last_payout,top_rated_status,mop_age_days,mop_verified,recent_bank_change_flag,bank_account_valid,bank_detail_age_days,name_match_score,name_has_special_chars,outcome
97.06,payoneer,MENA,1,746,8,0.089,243,0,947,1,0,1,194,0.878,0,SUCCESS
669.57,wire,EU,0,634,6,0.063,74,0,22,0,1,1,1119,0.508,1,FAIL_NAME_MISMATCH
375.5,thunes_wallet,EU,0,1802,25,0.06,80,1,586,1,0,1,635,0.611,0,SUCCESS
378.13,dlb_bank,NAM,0,265,1,0.066,45,0,100,1,0,1,1659,0.757,0,SUCCESS
263.61,dlb_bank,EU,0,2291,34,0.042,76,1,1306,1,0,0,2092,0.775,0,SUCCESS
354.34,thunes_wallet,SEA,0,1351,15,0.099,109,0,1340,1,0,1,2112,0.799,0,SUCCESS
539.49,dlb_bank,LATAM,1,2241,19,0.014,398,1,215,1,0,1,1564,0.847,0,SUCCESS
511.41,ach,SEA,1,1830,14,0.158,105,0,327,1,0,1,1672,0.832,0,SUCCESS
228.12,wire,SSA,1,66,0,0.171,301,0,666,1,0,0,982,0.546,1,FAIL_NAME_MISMATCH
955.33,thunes_wallet,LATAM,1,1510,17,0.057,238,1,462,1,1,1,1586,0.874,0,FAIL_AMOUNT_LIMIT
176.94,payoneer,SEA,1,1287,16,0.071,194,1,308,1,1,1,1431,0.864,0,SUCCESS
176.97,dlb_bank,LATAM,0,2217,18,0.108,63,1,290,0,0,1,2068,0.896,0,SUCCESS
271.42,paypal,SSA,1,525,10,0.104,296,0,1297,0,0,1,488,0.913,0,FAIL_MOP
256.08,wise,LATAM,0,2322,26,0.03,180,1,903,1,0,1,1553,0.991,0,SUCCESS
372.33,payoneer,EU,1,531,6,0.237,224,0,630,1,1,1,1064,0.715,0,FAIL_MOP
97.99,wise,SEA,0,1992,22,0.064,131,1,235,1,0,1,1413,0.803,0,SUCCESS
469.02,paypal,NAM,1,1768,14,0.07,305,0,1405,1,1,1,2181,0.904,0,SUCCESS
50.33,dlb_bank,SA,0,903,7,0.037,152,0,1472,1,0,1,1446,0.739,0,SUCCESS
55.96,wire,SA,0,1577,20,0.064,176,1,1337,1,0,1,851,0.948,0,SUCCESS
200.14,payoneer,SEA,1,44,0,0.143,97,0,1190,1,1,1,2112,0.881,0,FAIL_BANK_VALIDATION
578.49,wise,LATAM,0,744,7,0.058,265,0,1462,1,0,1,1760,0.946,0,FAIL_AMOUNT_LIMIT
262.13,wise,LATAM,0,1670,14,0.119,72,0,1266,1,0,1,1345,0.898,0,SUCCESS
1616.7,dlb_bank,EU,1,1687,20,0.052,179,1,1103,1,0,1,1953,0.972,0,FAIL_AMOUNT_LIMIT
445.07,thunes_wallet,LATAM,1,1646,15,0.236,168,0,1168,1,0,1,1889,0.832,0,SUCCESS
526.16,ach,EU,1,1682,13,0.018,228,0,395,1,0,1,1400,0.687,0,SUCCESS
455.78,wise,SEA,0,1602,13,0.005,211,0,802,1,0,1,1031,0.503,1,FAIL_NAME_MISMATCH
349.79,wise,SEA,1,233,2,0.167,251,0,1225,1,0,1,1633,0.932,0,FAIL_MOP
124.59,wise,LATAM,1,883,9,0.371,362,0,398,1,0,0,1538,0.828,0,FAIL_BANK_VALIDATION
554.11,wise,SEA,1,168,2,0.021,1,0,1432,1,0,1,423,0.924,0,SUCCESS
40.72,wise,EU,1,124,1,0.037,100,0,913,1,0,1,1988,0.985,0,SUCCESS
351.08,thunes_wallet,SEA,1,1745,19,0.248,86,1,926,1,1,1,1521,0.912,0,SUCCESS
327.58,payoneer,SA,1,1803,17,0.074,117,1,967,1,0,1,2055,0.977,0,SUCCESS
609.01,payoneer,SSA,1,2154,22,0.041,394,1,314,1,0,1,2163,0.948,0,SUCCESS
705.12,dlb_bank,SA,0,626,7,0.098,338,0,697,1,1,1,2197,0.984,0,FAIL_AMOUNT_LIMIT
244.52,wire,MENA,0,823,5,0.257,350,0,439,0,0,1,813,0.585,1,FAIL_NAME_MISMATCH
487.83,wise,MENA,0,1001,4,0.116,41,0,968,1,1,1,1666,0.964,0,SUCCESS
303.35,wise,LATAM,1,380,3,0.154,271,0,653,1,0,1,1305,0.722,0,SUCCESS
114.62,thunes_wallet,NAM,1,852,10,0.091,386,0,441,1,0,1,1959,0.975,0,SUCCESS
639.46,ach,NAM,0,1707,11,0.252,345,0,33,0,0,1,1451,0.893,0,SUCCESS
371.73,dlb_bank,SEA,0,2213,22,0.007,289,1,941,1,0,1,262,0.934,0,SUCCESS
78.95,paypal,NAM,1,674,8,0.125,203,0,643,1,0,1,313,0.51,0,FAIL_NAME_MISMATCH
203.46,payoneer,MENA,1,6,0,0.277,319,0,1386,1,0,0,1937,0.997,0,FAIL_BANK_VALIDATION
341.42,thunes_wallet,NAM,1,263,0,0.013,274,0,1093,1,0,1,1107,0.738,1,FAIL_NAME_MISMATCH
290.21,wise,MENA,1,1774,15,0.007,47,0,1189,0,0,1,1734,0.885,0,FAIL_MOP
458.61,thunes_wallet,SA,1,368,2,0.123,147,0,1252,1,0,1,1622,0.936,0,SUCCESS
539.37,payoneer,SSA,1,1283,18,0.041,296,1,285,1,0,0,1517,0.912,0,FAIL_BANK_VALIDATION
265.61,wise,NAM,0,1981,18,0.04,218,1,1341,1,0,1,630,0.956,0,SUCCESS
61.35,ach,MENA,1,679,13,0.016,152,0,1422,1,0,1,1592,0.597,1,FAIL_NAME_MISMATCH
513.93,thunes_wallet,LATAM,1,2191,15,0.034,356,0,534,1,0,1,863,0.395,1,FAIL_NAME_MISMATCH
311.49,wise,SEA,1,280,5,0.26,190,0,281,1,0,1,803,0.864,0,FAIL_BANK_VALIDATION
111.69,ach,NAM,0,741,2,0.065,39,0,55,1,0,0,1839,0.942,0,FAIL_BANK_VALIDATION
193.46,dlb_bank,EU,1,1430,14,0.06,354,0,452,1,0,1,1043,0.3,1,FAIL_NAME_MISMATCH
178.97,ach,SA,0,2298,26,0.104,375,1,159,1,0,1,1200,0.83,0,SUCCESS
682.0,thunes_wallet,SEA,1,2104,20,0.16,18,1,1471,1,0,1,1755,0.725,0,SUCCESS
239.21,dlb_bank,SA,1,2050,19,0.212,192,1,1277,1,0,1,68,0.95,0,SUCCESS
542.7,payoneer,LATAM,0,300,4,0.241,156,0,706,1,0,1,1244,0.789,0,FAIL_AMOUNT_LIMIT
374.57,dlb_bank,SSA,1,1620,22,0.181,249,1,1251,1,0,1,2128,0.999,0,SUCCESS
359.32,wise,SA,0,555,4,0.055,145,0,980,1,0,1,1928,0.995,0,SUCCESS
255.12,thunes_wallet,SSA,0,1595,16,0.062,74,1,421,1,0,1,1862,0.958,0,SUCCESS
370.79,wire,NAM,1,30,0,0.234,388,0,102,1,0,1,1322,0.996,0,SUCCESS
553.89,payoneer,NAM,1,1155,9,0.021,399,0,1227,1,1,1,1466,0.748,1,FAIL_AMOUNT_LIMIT
246.02,wise,NAM,0,1893,16,0.139,224,1,1251,1,0,1,84,0.873,0,SUCCESS
1389.63,payoneer,NAM,0,473,7,0.024,314,0,1405,1,0,1,1124,0.941,0,FAIL_AMOUNT_LIMIT
412.41,payoneer,NAM,0,485,10,0.082,167,0,331,1,0,1,1984,0.959,0,SUCCESS
310.01,dlb_bank,EU,1,1048,14,0.279,260,0,860,1,0,1,656,0.874,0,SUCCESS
194.96,wise,SSA,1,33,0,0.122,392,0,1487,1,0,1,1061,0.873,0,FAIL_MOP
855.05,dlb_bank,SEA,0,850,9,0.095,128,0,196,1,0,1,1212,0.941,0,FAIL_AMOUNT_LIMIT
450.57,dlb_bank,EU,1,599,5,0.015,48,0,132,1,0,0,2110,0.75,0,FAIL_BANK_VALIDATION
214.48,wise,NAM,0,1596,17,0.012,332,1,344,0,0,1,1324,0.763,0,FAIL_MOP
564.53,dlb_bank,SA,0,106,0,0.237,276,0,654,1,0,1,1873,0.967,0,FAIL_AMOUNT_LIMIT
225.14,dlb_bank,SA,1,869,3,0.048,166,0,933,1,0,1,1315,0.961,0,SUCCESS
415.21,dlb_bank,SA,1,1121,6,0.021,154,0,1341,1,0,1,841,0.975,0,SUCCESS
547.97,thunes_wallet,NAM,0,2117,19,0.078,20,1,1284,1,0,1,678,0.925,0,SUCCESS
496.37,wise,SSA,1,1745,18,0.06,219,1,672,1,0,1,1875,0.896,0,SUCCESS
283.2,dlb_bank,SSA,0,1331,16,0.146,47,1,155,1,0,0,1028,0.803,0,FAIL_BANK_VALIDATION
587.38,wire,LATAM,1,71,0,0.151,158,0,1430,1,0,1,1851,0.84,0,FAIL_AMOUNT_LIMIT
224.92,payoneer,NAM,1,443,3,0.282,71,0,369,1,0,1,376,0.96,0,SUCCESS
554.13,payoneer,SA,0,1366,14,0.076,314,0,881,1,0,1,1419,0.92,0,SUCCESS
493.57,payoneer,LATAM,1,292,2,0.045,320,0,367,1,0,1,287,0.749,1,FAIL_NAME_MISMATCH
206.97,payoneer,NAM,0,1286,11,0.088,24,0,1409,1,0,0,1808,0.952,0,FAIL_BANK_VALIDATION
264.2,dlb_bank,EU,0,763,16,0.038,25,1,428,1,0,1,1704,0.969,0,SUCCESS
148.67,payoneer,MENA,1,1772,18,0.059,124,1,1366,1,0,1,638,0.841,0,SUCCESS
521.41,wise,NAM,0,480,8,0.077,53,0,575,1,1,1,1405,0.925,0,SUCCESS
480.04,dlb_bank,SEA,0,1390,20,0.13,84,1,1328,1,0,0,1107,0.783,0,FAIL_BANK_VALIDATION
202.44,dlb_bank,NAM,0,2011,20,0.018,397,1,1214,1,0,1,1063,0.937,0,SUCCESS
403.38,paypal,LATAM,1,1791,19,0.076,257,1,961,1,0,0,483,0.554,1,FAIL_NAME_MISMATCH
117.15,wise,EU,1,1717,23,0.118,133,1,277,0,0,1,197,0.946,0,SUCCESS
514.92,ach,NAM,1,1611,15,0.094,21,0,1342,1,0,1,722,0.923,0,SUCCESS
852.14,wire,SEA,0,1069,13,0.138,340,0,1075,1,0,0,1620,0.954,0,FAIL_AMOUNT_LIMIT
314.66,wire,EU,1,985,16,0.127,240,1,1377,1,0,1,1653,0.582,1,FAIL_NAME_MISMATCH
158.65,thunes_wallet,MENA,0,550,5,0.058,378,0,1222,1,1,1,1807,0.838,0,SUCCESS
324.53,thunes_wallet,SEA,1,1362,15,0.036,328,0,101,0,0,0,44,0.836,0,FAIL_MOP
86.27,payoneer,EU,1,923,11,0.042,180,0,388,1,0,1,392,0.994,0,SUCCESS
134.86,dlb_bank,NAM,1,1421,20,0.178,35,1,1454,1,0,1,343,0.562,0,SUCCESS
849.43,payoneer,LATAM,1,728,12,0.013,356,0,1462,1,0,1,887,0.873,0,FAIL_AMOUNT_LIMIT
172.04,paypal,EU,0,793,9,0.067,159,0,1489,1,1,1,1224,0.566,1,FAIL_NAME_MISMATCH
557.81,dlb_bank,SEA,0,284,3,0.068,340,0,300,1,0,1,991,0.905,0,FAIL_AMOUNT_LIMIT
215.4,wise,NAM,1,646,5,0.172,220,0,346,1,1,1,1995,0.906,0,SUCCESS
127.35,payoneer,MENA,0,1845,29,0.1,278,1,299,1,0,1,1675,0.583,1,FAIL_NAME_MISMATCH
305.87,wire,NAM,1,866,7,0.037,70,0,1176,1,1,1,609,0.981,0,FAIL_MOP
114.95,wise,EU,1,2203,31,0.023,238,1,1494,1,0,1,1220,0.994,0,SUCCESS
97.01,ach,NAM,1,281,3,0.105,308,0,1196,1,0,0,1583,0.459,0,FAIL_BANK_VALIDATION
186.86,dlb_bank,SEA,1,1580,14,0.14,370,0,459,1,0,0,310,0.669,1,FAIL_NAME_MISMATCH
88.82,thunes_wallet,SSA,1,340,4,0.118,230,0,338,1,0,1,1956,0.965,0,SUCCESS
440.98,wise,SSA,1,38,1,0.193,357,0,1069,0,0,0,129,0.882,0,FAIL_MOP
321.51,ach,NAM,1,2165,21,0.126,101,1,175,1,0,1,148,0.909,0,SUCCESS
402.04,dlb_bank,EU,1,1421,11,0.048,190,0,1312,1,0,0,1488,0.693,0,FAIL_BANK_VALIDATION
300.07,dlb_bank,SEA,0,655,7,0.023,339,0,515,1,1,0,1462,0.846,0,FAIL_BANK_VALIDATION
819.73,wise,SSA,1,1581,18,0.059,219,1,297,1,0,1,1683,0.954,0,FAIL_AMOUNT_LIMIT
94.03,payoneer,MENA,1,1188,9,0.226,315,0,330,0,0,1,782,0.935,0,FAIL_MOP
1165.02,payoneer,LATAM,1,1817,13,0.115,139,0,1019,1,0,1,1339,0.992,0,FAIL_AMOUNT_LIMIT
121.04,wise,NAM,1,551,5,0.033,84,0,1215,1,0,1,1508,0.91,0,SUCCESS
207.71,payoneer,SA,1,267,3,0.146,45,0,383,1,0,0,1096,0.993,0,FAIL_BANK_VALIDATION
444.54,dlb_bank,EU,1,1941,20,0.022,254,1,844,1,0,1,48,0.984,0,SUCCESS
314.07,wise,NAM,1,1053,8,0.032,355,0,639,1,1,1,1309,0.697,0,SUCCESS
253.56,ach,SSA,1,2071,25,0.158,380,1,803,1,0,1,55,0.987,0,SUCCESS
557.49,dlb_bank,NAM,1,1869,14,0.028,347,0,873,1,0,1,958,0.803,0,SUCCESS
358.8,dlb_bank,SEA,0,1995,22,0.199,310,1,33,1,0,1,517,0.952,0,SUCCESS
257.16,wise,MENA,1,384,7,0.118,386,0,1011,1,0,1,1272,0.608,0,SUCCESS
905.62,dlb_bank,EU,0,618,3,0.112,282,0,167,1,0,1,147,0.927,0,FAIL_AMOUNT_LIMIT
1128.0,thunes_wallet,LATAM,0,1151,6,0.009,86,0,1200,1,0,1,2147,0.954,0,FAIL_AMOUNT_LIMIT
231.7,wise,LATAM,0,555,13,0.266,170,0,803,1,0,1,1400,0.914,0,SUCCESS
248.24,thunes_wallet,NAM,1,638,8,0.118,290,0,672,1,0,1,1930,0.903,0,FAIL_BANK_VALIDATION
527.01,dlb_bank,NAM,1,828,11,0.081,103,0,851,1,0,1,178,0.887,0,SUCCESS
307.82,paypal,EU,0,505,3,0.036,354,0,313,1,0,1,32,0.952,0,SUCCESS
307.88,wise,NAM,1,462,2,0.15,331,0,276,1,0,1,1449,0.808,0,FAIL_MOP
251.41,dlb_bank,NAM,0,1388,19,0.053,68,1,653,1,0,1,1479,0.861,0,SUCCESS
553.92,payoneer,EU,1,1345,20,0.035,193,1,774,1,0,1,608,0.468,1,FAIL_NAME_MISMATCH
412.41,dlb_bank,SSA,1,241,3,0.153,236,0,281,1,0,1,1003,0.974,0,SUCCESS
959.0,dlb_bank,LATAM,1,2090,19,0.044,370,1,852,1,0,1,1828,0.803,0,FAIL_AMOUNT_LIMIT
401.91,payoneer,NAM,1,944,16,0.063,185,1,1017,1,0,1,1938,0.588,1,FAIL_NAME_MISMATCH
158.01,dlb_bank,MENA,0,1528,16,0.113,233,1,1041,1,0,1,588,0.933,0,SUCCESS
601.0,wire,SEA,1,193,2,0.043,258,0,1388,0,1,1,1840,0.913,0,FAIL_MOP
346.51,dlb_bank,SSA,1,2150,29,0.15,48,1,649,1,0,1,1294,0.927,0,SUCCESS
163.23,payoneer,MENA,1,576,9,0.231,284,0,598,0,0,1,256,0.553,1,FAIL_NAME_MISMATCH
195.28,dlb_bank,EU,0,730,7,0.172,179,0,1118,1,0,1,430,0.937,0,SUCCESS
57.68,wire,SEA,0,501,11,0.003,172,0,941,1,1,1,1056,0.944,0,SUCCESS
152.14,wire,SSA,0,183,3,0.211,199,0,935,0,0,1,118,0.963,0,FAIL_MOP
455.72,payoneer,NAM,1,950,8,0.006,223,0,1234,1,1,1,565,0.378,1,FAIL_NAME_MISMATCH
576.85,dlb_bank,MENA,1,908,12,0.126,256,0,771,1,0,1,701,0.955,0,SUCCESS
843.2,wise,SSA,1,509,10,0.04,183,0,98,1,0,1,1514,0.882,0,FAIL_AMOUNT_LIMIT
545.66,thunes_wallet,LATAM,0,77,2,0.187,110,0,1217,1,0,1,583,0.662,1,FAIL_NAME_MISMATCH
202.0,dlb_bank,LATAM,0,1214,18,0.126,104,1,23,1,0,1,369,0.968,0,SUCCESS
273.92,thunes_wallet,SEA,0,2277,17,0.122,381,1,671,1,0,0,1071,0.913,0,SUCCESS
368.97,ach,MENA,0,1706,17,0.178,277,1,1107,1,0,1,2188,0.86,0,SUCCESS
301.99,dlb_bank,SSA,1,1685,19,0.027,110,1,46,1,0,1,517,0.964,0,SUCCESS
100.86,dlb_bank,NAM,1,1985,23,0.03,368,1,896,1,0,0,1409,0.817,0,FAIL_BANK_VALIDATION
205.46,wire,EU,0,1894,19,0.065,392,1,1368,1,1,1,852,0.512,1,FAIL_NAME_MISMATCH
378.79,ach,SA,0,626,5,0.054,28,0,1381,1,0,1,974,0.956,0,SUCCESS
152.6,dlb_bank,EU,0,343,5,0.07,118,0,912,0,0,1,1165,0.982,0,FAIL_MOP
148.86,dlb_bank,SSA,0,2115,27,0.067,170,1,1467,1,0,1,1731,0.781,0,SUCCESS
1005.6,payoneer,NAM,1,1612,16,0.064,236,1,1254,1,0,1,1436,0.974,0,FAIL_AMOUNT_LIMIT
541.91,paypal,LATAM,0,2364,31,0.105,240,1,262,1,0,1,822,0.885,0,SUCCESS
364.33,wire,SSA,1,2046,21,0.146,132,1,908,1,0,1,32,0.937,0,SUCCESS
164.61,dlb_bank,SEA,0,2321,22,0.016,374,1,1331,0,0,1,930,0.889,0,SUCCESS
224.73,wise,SA,0,1477,13,0.136,42,0,411,1,0,1,74,0.792,0,SUCCESS
170.45,thunes_wallet,LATAM,0,1510,17,0.038,263,1,199,1,0,1,1758,0.819,0,SUCCESS
348.79,paypal,EU,1,733,4,0.278,325,0,467,1,0,1,1305,0.848,0,SUCCESS
447.62,thunes_wallet,NAM,1,1292,15,0.064,25,0,585,1,0,1,1952,0.671,0,FAIL_BANK_VALIDATION
108.67,dlb_bank,EU,1,64,1,0.293,308,0,770,1,0,1,1575,0.821,0,FAIL_BANK_VALIDATION
91.46,dlb_bank,LATAM,1,1967,19,0.437,50,1,764,1,0,1,622,0.579,1,FAIL_NAME_MISMATCH
315.96,thunes_wallet,SA,1,615,9,0.071,269,0,1330,1,0,0,803,0.895,0,FAIL_BANK_VALIDATION
159.53,dlb_bank,LATAM,1,783,5,0.191,359,0,775,1,1,0,2095,0.747,0,FAIL_BANK_VALIDATION
141.29,thunes_wallet,SSA,1,2044,19,0.189,295,1,803,1,0,1,694,0.471,1,FAIL_NAME_MISMATCH
216.25,thunes_wallet,MENA,1,11,0,0.118,49,0,1241,0,0,1,1249,0.98,0,FAIL_MOP
467.38,thunes_wallet,NAM,1,242,2,0.031,336,0,239,1,0,1,1540,0.917,0,FAIL_BANK_VALIDATION
101.53,thunes_wallet,EU,1,1124,11,0.09,259,0,1365,1,0,1,321,0.976,0,SUCCESS
579.31,dlb_bank,LATAM,0,149,1,0.034,141,0,1333,1,0,0,1577,0.783,0,FAIL_BANK_VALIDATION
215.38,payoneer,NAM,1,354,6,0.142,17,0,238,1,0,1,549,0.855,0,SUCCESS
845.24,dlb_bank,NAM,1,1578,17,0.077,344,1,795,1,0,0,747,0.917,0,FAIL_AMOUNT_LIMIT
279.83,thunes_wallet,MENA,1,1204,8,0.023,96,0,1271,1,0,1,2113,0.957,0,SUCCESS
25.25,dlb_bank,SSA,0,12,1,0.12,354,0,1140,1,0,1,155,0.824,0,SUCCESS
56.75,wise,NAM,1,1556,22,0.243,330,1,1092,1,0,1,945,0.872,0,SUCCESS
77.16,paypal,NAM,0,589,7,0.313,236,0,115,1,0,1,37,0.898,0,SUCCESS
206.1,paypal,SEA,1,673,7,0.028,274,0,1445,1,0,1,1087,0.714,1,FAIL_NAME_MISMATCH
723.09,ach,LATAM,1,1402,16,0.088,363,1,485,1,0,1,2059,0.946,0,SUCCESS
231.39,payoneer,EU,0,2387,33,0.02,129,1,192,1,0,0,1041,0.992,0,SUCCESS
213.82,thunes_wallet,MENA,0,418,3,0.042,304,0,1209,1,0,0,2131,0.91,0,FAIL_BANK_VALIDATION
937.7,paypal,SSA,1,508,5,0.132,182,0,200,0,0,1,2186,0.74,1,FAIL_AMOUNT_LIMIT
150.87,dlb_bank,SA,0,1291,11,0.086,181,0,1373,1,1,1,66,0.98,0,SUCCESS
142.89,dlb_bank,NAM,1,1857,26,0.094,120,1,816,1,1,1,2134,0.897,0,SUCCESS
88.33,ach,SEA,1,1757,26,0.064,96,1,167,1,0,1,78,0.851,0,SUCCESS
378.41,payoneer,LATAM,1,107,0,0.19,273,0,307,1,0,1,641,0.98,0,FAIL_MOP
290.42,wise,EU,1,1553,26,0.104,249,1,481,1,0,1,1394,0.972,0,SUCCESS
146.61,dlb_bank,LATAM,0,1508,18,0.136,254,1,794,1,0,1,794,0.618,1,SUCCESS
436.21,wire,NAM,0,69,0,0.192,192,0,1306,1,0,0,1665,0.582,1,FAIL_NAME_MISMATCH
138.36,dlb_bank,NAM,1,53,1,0.19,153,0,34,1,0,1,807,0.952,0,FAIL_BANK_VALIDATION
108.92,dlb_bank,NAM,1,491,5,0.079,377,0,1152,1,0,1,822,0.735,0,FAIL_MOP
147.87,wire,MENA,0,1505,21,0.122,161,1,384,1,0,1,1162,0.969,0,SUCCESS
264.7,payoneer,MENA,1,823,14,0.013,350,0,299,1,0,1,1749,0.698,1,SUCCESS
579.4,paypal,EU,1,150,1,0.105,211,0,1213,1,0,0,1057,0.996,0,FAIL_BANK_VALIDATION
162.78,ach,EU,0,1900,18,0.159,126,1,1251,1,1,1,1932,0.91,0,SUCCESS
552.26,wire,SEA,1,2051,17,0.088,21,1,846,1,0,1,270,0.703,1,SUCCESS
109.34,wise,EU,0,156,1,0.058,167,0,474,1,0,1,2170,0.394,1,FAIL_NAME_MISMATCH
931.3,dlb_bank,EU,0,2326,21,0.056,120,1,1000,1,0,0,1650,0.845,0,FAIL_AMOUNT_LIMIT
254.24,thunes_wallet,SA,1,1387,21,0.1,99,1,1172,0,1,1,2010,0.976,0,FAIL_MOP
110.28,wise,LATAM,1,1222,7,0.057,160,0,1205,1,0,0,890,0.699,1,FAIL_BANK_VALIDATION
264.82,wise,LATAM,1,2039,23,0.14,278,1,1175,1,0,1,1240,0.627,1,SUCCESS
639.84,thunes_wallet,SSA,1,584,8,0.191,155,0,559,1,0,1,518,0.774,0,FAIL_AMOUNT_LIMIT
229.05,ach,NAM,1,2289,25,0.092,72,1,508,1,0,1,2170,1.0,0,SUCCESS
68.91,thunes_wallet,EU,1,861,12,0.115,218,0,686,1,0,1,1957,0.689,0,SUCCESS
102.16,wise,SEA,1,446,4,0.058,91,0,1480,1,0,0,780,0.875,0,FAIL_BANK_VALIDATION
165.11,dlb_bank,SSA,1,1430,13,0.116,100,0,199,1,0,1,1445,0.852,0,SUCCESS
825.09,paypal,SEA,1,847,2,0.001,155,0,921,1,0,1,76,0.461,1,FAIL_NAME_MISMATCH
428.86,payoneer,EU,1,412,3,0.09,352,0,911,1,0,1,657,0.908,0,SUCCESS
643.75,dlb_bank,LATAM,0,987,14,0.142,267,0,755,1,0,1,106,0.932,0,SUCCESS
637.14,paypal,EU,0,1723,21,0.106,35,1,280,1,0,1,503,0.74,0,SUCCESS
128.24,dlb_bank,NAM,1,246,5,0.049,299,0,587,1,1,0,2105,0.525,1,FAIL_NAME_MISMATCH
647.79,dlb_bank,NAM,0,1245,10,0.133,342,0,1367,1,0,1,1420,0.968,0,SUCCESS
262.79,dlb_bank,NAM,1,2003,24,0.085,26,1,1340,1,0,1,2108,0.585,1,FAIL_NAME_MISMATCH
816.19,paypal,NAM,0,2115,18,0.111,32,1,962,1,1,1,197,0.903,0,FAIL_AMOUNT_LIMIT
576.39,thunes_wallet,LATAM,1,2140,20,0.238,90,1,587,1,0,1,200,0.937,0,SUCCESS
143.32,payoneer,EU,1,1302,13,0.07,101,0,1353,1,0,1,1726,0.901,0,SUCCESS
301.15,ach,SEA,0,134,2,0.064,305,0,451,1,0,0,854,0.737,0,FAIL_BANK_VALIDATION
642.3,wire,SEA,1,31,1,0.185,132,0,996,0,0,1,1552,0.857,0,FAIL_MOP
195.27,paypal,LATAM,1,1540,25,0.237,245,1,734,1,0,1,315,0.702,1,SUCCESS
227.34,wise,SSA,1,1441,12,0.092,329,0,873,1,0,1,650,0.947,0,SUCCESS
123.37,thunes_wallet,LATAM,0,563,3,0.162,212,0,706,1,0,1,1082,0.948,0,SUCCESS
179.9,dlb_bank,EU,0,901,13,0.053,91,0,1262,1,0,1,904,0.838,0,SUCCESS
226.66,dlb_bank,LATAM,1,1356,18,0.107,352,1,967,1,1,1,66,0.945,0,SUCCESS
157.22,wise,SSA,1,1294,14,0.017,69,0,445,1,0,1,1636,0.885,0,SUCCESS
104.72,wise,SA,0,1195,13,0.08,253,0,1488,1,0,1,1117,0.793,0,SUCCESS
611.04,thunes_wallet,SEA,0,2247,32,0.128,255,1,1206,1,0,1,617,0.993,0,SUCCESS
180.93,dlb_bank,NAM,1,2153,25,0.029,393,1,1133,1,1,1,374,0.875,0,SUCCESS
470.01,wire,SSA,0,1051,6,0.19,245,0,396,1,0,1,376,0.647,1,FAIL_NAME_MISMATCH
293.13,thunes_wallet,NAM,1,1500,20,0.017,85,1,1204,1,0,1,7,0.802,0,SUCCESS
632.2,dlb_bank,SSA,0,774,9,0.226,389,0,494,0,0,1,1422,0.918,0,FAIL_AMOUNT_LIMIT
88.65,payoneer,SEA,1,2001,27,0.069,250,1,1431,1,0,1,1024,0.912,0,SUCCESS
107.85,thunes_wallet,MENA,1,2263,16,0.019,373,1,1231,1,1,1,1802,0.897,0,SUCCESS
104.81,payoneer,NAM,1,35,0,0.247,7,0,799,1,0,1,1194,0.86,0,FAIL_BANK_VALIDATION
266.29,wire,LATAM,1,1222,11,0.061,145,0,999,1,0,1,376,0.67,1,SUCCESS
355.47,wise,NAM,1,306,2,0.014,166,0,130,1,0,1,385,0.962,0,SUCCESS
189.93,dlb_bank,SSA,0,1120,7,0.104,203,0,43,1,0,1,1176,0.591,0,FAIL_NAME_MISMATCH
248.37,dlb_bank,MENA,1,822,7,0.31,152,0,660,1,0,1,617,0.957,0,FAIL_BANK_VALIDATION
515.4,wise,MENA,1,2227,28,0.191,259,1,1278,1,0,1,759,0.962,0,SUCCESS
55.73,dlb_bank,EU,1,1671,24,0.04,33,1,82,1,0,1,544,0.637,1,SUCCESS
523.84,thunes_wallet,SSA,1,802,10,0.039,385,0,0,1,0,0,1848,0.746,0,FAIL_BANK_VALIDATION
265.48,payoneer,NAM,0,1235,13,0.072,110,0,97,1,1,1,1901,0.959,0,SUCCESS
154.35,thunes_wallet,SA,0,624,6,0.092,200,0,118,1,0,1,567,0.632,1,SUCCESS
280.98,dlb_bank,SA,0,1345,15,0.109,19,0,1037,1,0,1,1053,0.981,0,SUCCESS
282.34,dlb_bank,NAM,0,441,5,0.11,141,0,1037,1,0,1,1655,0.929,0,SUCCESS
157.67,dlb_bank,LATAM,1,1880,13,0.086,394,0,97,1,0,1,1035,0.36,1,FAIL_NAME_MISMATCH
347.93,payoneer,MENA,1,2306,38,0.175,258,1,1115,1,0,1,1800,0.794,0,SUCCESS
102.78,wise,EU,0,1355,14,0.114,70,0,717,1,0,0,1544,0.842,0,FAIL_BANK_VALIDATION
452.32,thunes_wallet,NAM,1,1960,30,0.152,11,1,1389,1,0,1,261,0.782,0,SUCCESS
125.53,wise,NAM,0,2293,27,0.12,129,1,690,1,0,1,1903,0.964,0,SUCCESS
218.81,payoneer,MENA,1,1986,19,0.092,88,1,55,1,0,1,318,0.959,0,SUCCESS
201.56,wire,NAM,1,1792,18,0.245,75,1,1317,1,0,1,1787,0.986,0,SUCCESS
72.09,payoneer,EU,0,1892,27,0.052,116,1,30,1,0,1,679,0.755,0,SUCCESS
905.57,dlb_bank,SEA,1,1324,9,0.133,85,0,923,1,0,1,749,0.519,1,FAIL_AMOUNT_LIMIT
